,Bedrooms,Bathrooms,Furnishing,Area,Price,Locality,Parking,Power,Pool,Security
739,2,2,NaN,908," 25,000        ",Kukatpally,0,1,0,0
740,1,1,NaN,416," 8,500        ",Banjara Hills,0,1,0,0
741,3,3,Semi Furnished,1360," 28,000        ",Chanda Nagar,0,0,0,0
742,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
743,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
744,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
745,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
746,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
747,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
748,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
749,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
750,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
751,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
752,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
753,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
754,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
755,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
756,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
757,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
758,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
759,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
760,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
761,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
762,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
763,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
764,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
765,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
766,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
767,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
768,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
769,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
770,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
771,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
772,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
773,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
774,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
775,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
776,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
777,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
778,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
779,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
780,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
781,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
782,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
783,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
784,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
785,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
786,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
787,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
788,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
789,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
790,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
791,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
792,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
793,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
794,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
795,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
796,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
797,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
798,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
799,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
800,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
801,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
802,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
803,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
804,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
805,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
806,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
807,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
808,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
809,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
810,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
811,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
812,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
813,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
814,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
815,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
816,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
817,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
818,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
819,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
820,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
821,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
822,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
823,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
824,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
825,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
826,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
827,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
828,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
829,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
830,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
831,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
832,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
833,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
834,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
835,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
836,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
837,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
838,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
839,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
840,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
841,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
842,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
843,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
844,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
845,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
846,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
847,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
848,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
849,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
850,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
851,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
852,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
853,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
854,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
855,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
856,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
857,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
858,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
859,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
860,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
861,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
862,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
863,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
864,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
865,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
866,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
867,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
868,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
869,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
870,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
871,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
872,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
873,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
874,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
875,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
876,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
877,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
878,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
879,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
880,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
881,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
882,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
883,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
884,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
885,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
886,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
887,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
888,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
889,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
890,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
891,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
892,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
893,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
894,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
895,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
896,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
897,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
898,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
899,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
900,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
901,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
902,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
903,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
904,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
905,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
906,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
907,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
908,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
909,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
910,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
911,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
912,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
913,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
914,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
915,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
916,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
917,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
918,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
919,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
920,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
921,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
922,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
923,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
924,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
925,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
926,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
927,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
928,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
929,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
930,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
931,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
932,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
933,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
934,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
935,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
936,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
937,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
938,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
939,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
940,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
941,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
942,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
943,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
944,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
945,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
946,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
947,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
948,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
949,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
950,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
951,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
952,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
953,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
954,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
955,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
956,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
957,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
958,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
959,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
960,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
961,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
962,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
963,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
964,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
965,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
966,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
967,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
968,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
969,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
970,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
971,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
972,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
973,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
974,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
975,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
976,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
977,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
978,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
979,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
980,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
981,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
982,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
983,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
984,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
985,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
986,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
987,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
988,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
989,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
990,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
991,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
992,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
993,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
994,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
995,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
996,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
997,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
998,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
999,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1000,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1001,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1002,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1003,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1004,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1005,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1006,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1007,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1008,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1009,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1010,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1011,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1012,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1013,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1014,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1015,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1016,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1017,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1018,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1019,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1020,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1021,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1022,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1023,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1024,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1025,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1026,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1027,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1028,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1029,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1030,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1031,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1032,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1033,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1034,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1035,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1036,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1037,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1038,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1039,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1040,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1041,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1042,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1043,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1044,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1045,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1046,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1047,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1048,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1049,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1050,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1051,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1052,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1053,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1054,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1055,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1056,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1057,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1058,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1059,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1060,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1061,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1062,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1063,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1064,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1065,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1066,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1067,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1068,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1069,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1070,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1071,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1072,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1073,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1074,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1075,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1076,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1077,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1078,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1079,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1080,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1081,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1082,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1083,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1084,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1085,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1086,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1087,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1088,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1089,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1090,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1091,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1092,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1093,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
